OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
768,245400,Naenae Central,Naenae Central,3192,3420,3567,7.1,4.3,1.3852275,1.3852275,1385291.934,5943.939169
769,245300,Woburn,Woburn,1692,1752,1731,3.5,-1.2,0.61853196,0.61853196,618513.8975,4126.186042
770,245200,Avalon East,Avalon East,2334,2466,2469,5.7,0.1,0.81383924,0.81383924,813909.4229,4675.878292
771,245100,Epuni West,Epuni West,3015,3090,3267,2.5,5.7,0.98681157,0.98681157,986835.3633,5480.167279
772,245000,Petone Esplanade,Petone Esplanade,2487,2631,2571,5.8,-2.3,0.97435723,0.97435723,974311.4824,6152.384844
773,244900,Stokes Valley North,Stokes Valley North,3345,3435,3570,2.7,3.9,4.79591921,4.79591921,4795944.925,11254.61421
774,244800,Hutt Central South,Hutt Central South,3060,3225,3111,5.4,-3.5,1.29481786,1.29481786,1294915.202,7038.10776
775,244700,Petone East,Petone East,3279,3906,3978,19.1,1.8,1.62863007,1.62863007,1628566.275,5846.585944
776,244600,Taita South,Taita South,2946,3078,3192,4.5,3.7,3.3995577,3.3995577,3399753.102,9197.506261
777,244500,Stokes Valley Central,Stokes Valley Central,2067,2112,2229,2.2,5.5,1.48947253,1.48947253,1489343.642,5303.833417
778,244400,Avalon West,Avalon West,2469,2628,2778,6.4,5.7,1.21143925,1.21143925,1211334.153,4739.364826
779,244300,Hutt Central North,Hutt Central North,894,951,1074,6.4,12.9,1.07097115,1.07097115,1070623.062,6011.538654
780,244200,Boulcott,Boulcott,2487,2613,2697,5.1,3.2,1.58212951,1.58212951,1582197.856,5823.120528
781,244100,Taita North,Taita North,2592,3075,3198,18.6,4,1.14503935,1.14503935,1145085.948,5984.931441
782,244000,Alicetown-Melling,Alicetown-Melling,2700,2793,2694,3.4,-3.5,1.25541215,1.25541215,1255396.952,7211.585892
783,243900,Manor Park,Manor Park,390,417,525,6.9,25.9,1.59236388,1.59236388,1592317.992,8743.980822
784,243800,Tirohanga,Tirohanga,1164,1287,1254,10.6,-2.6,1.18099976,1.18099976,1181074.429,6047.032463
785,243700,Petone Central,Petone Central,909,954,1182,5,23.9,1.3017313,1.3017313,1301680.429,9618.886925
786,243600,Belmont (Lower Hutt City),Belmont (Lower Hutt City),2478,2691,2688,8.6,-0.1,2.36188885,2.36188885,2361975.499,12191.47726
787,243500,Normandale,Normandale,1938,2010,2082,3.7,3.6,1.44659238,1.44659238,1446591.473,6145.335345
788,243400,Kelson,Kelson,2697,2835,2898,5.1,2.2,5.35851101,5.35851101,5358089.923,11641.20027
789,243300,Korokoro,Korokoro,1329,1482,1515,11.5,2.2,1.84546091,1.84546091,1845876.249,7485.80272
790,243200,Maungaraki,Maungaraki,3777,3987,4005,5.6,0.5,2.12288966,2.12288966,2122850.912,8022.615768
791,243100,Belmont Park,Belmont Park,336,333,342,-0.9,2.7,29.45869931,29.45869931,29458969.26,44019.14263
792,243000,Upper Hutt Central,Upper Hutt Central,513,615,597,19.9,-2.9,2.2368061,2.2368061,2236781.349,9388.201779
793,242900,Clouston Park,Clouston Park,2076,2289,2343,10.3,2.4,1.15104865,1.15104865,1151252.051,4617.759261
794,242800,Pinehaven,Pinehaven,1890,1983,1920,4.9,-3.2,5.59087187,5.59087187,5590586.869,11445.24654
795,242700,Te Marua,Te Marua,969,975,996,0.6,2.2,5.4633753,5.4633753,5463052.98,17059.37952
796,242600,Maoribank,Maoribank,2841,3318,3450,16.8,4,3.48570624,3.48570624,3486379.953,10701.99418
797,242500,Wallaceville,Wallaceville,2253,2388,2397,6,0.4,0.70170605,0.70170605,701687.875,3737.860756
798,242400,Ebdentown,Ebdentown,2349,2481,2523,5.6,1.7,0.91108117,0.91108117,911070.9707,4750.792807
799,242300,Mangaroa,Mangaroa,1878,2034,2088,8.3,2.7,154.568215,154.568215,154568036.8,71875.54037
800,242200,Trentham South,Trentham South,1251,1809,3132,44.6,73.1,8.12478366,8.12478366,8124993.887,14046.18961
801,242100,Totara Park,Totara Park,2874,2901,2889,0.9,-0.4,1.72406496,1.72406496,1723660.668,5845.05296
802,242000,Trentham North,Trentham North,2940,3084,2988,4.9,-3.1,1.0238656,1.0238656,1023820.606,5164.107517
803,241900,Elderslea,Elderslea,3225,3429,3294,6.3,-3.9,1.39528775,1.39528775,1395577.868,4698.859913
804,241800,Silverstream (Upper Hutt City),Silverstream (Upper Hutt City),3264,3531,3516,8.2,-0.4,2.64412631,2.64412631,2644256.567,8144.750826
805,241700,Brentwood (Upper Hutt City),Brentwood (Upper Hutt City),2097,2241,2409,6.9,7.5,0.98266305,0.98266305,982627.5781,4086.940414
806,241600,Poets Block,Poets Block,2241,2472,2427,10.3,-1.8,1.24243802,1.24243802,1242383.518,5324.990585
807,241500,Birchville-Brown Owl,Birchville-Brown Owl,3327,3519,3762,5.8,6.9,8.98518311,8.98518311,8985665.813,17847.05807
808,241400,Heretaunga,Heretaunga,2199,2496,2424,13.5,-2.9,3.26094579,3.26094579,3261032.054,8396.45343
809,241300,Riverstone Terraces,Riverstone Terraces,1383,1776,1833,28.4,3.2,2.23627391,2.23627391,2236460.57,7945.180017
810,241200,Akatarawa,Akatarawa,606,648,762,6.9,17.6,334.1476604,334.1476604,334146203.8,123358.6122
811,241100,Cannons Creek South,Cannons Creek South,1533,1620,1692,5.7,4.4,1.4079365,1.4079365,1407968.602,7494.884624
812,241000,Cannons Creek East,Cannons Creek East,3594,3879,3639,7.9,-6.2,1.45607258,1.45607258,1456024.916,5444.401987
813,240900,Rānui Heights,Ranui Heights,1362,1326,1350,-2.6,1.8,2.35415722,2.35415722,2354829.722,8288.640878
814,240802,Waitangirua Corinna,Waitangirua Corinna,2679,2907,2844,8.5,-2.2,0.7095867,0.7095867,709579.6016,3863.279902
815,240801,Waitangirua Tairangi,Waitangirua Tairangi,1344,1488,1446,10.7,-2.8,0.51441879,0.51441879,514422.6289,3598.299693
816,240700,Cannons Creek North,Cannons Creek North,3093,3474,3456,12.3,-0.5,1.05701331,1.05701331,1056981.074,6103.866746
817,240602,Endeavour East,Endeavour East,2322,2913,2994,25.5,2.8,1.90406007,1.90406007,1904115.809,6793.190959
818,240601,Endeavour West,Endeavour West,1113,1704,2790,53.1,63.7,1.43391653,1.43391653,1433778.311,8526.649767
819,240500,Porirua East,Porirua East,2085,2235,2250,7.2,0.7,1.20976456,1.20976456,1209409.341,6495.439903
820,240401,Whitby,Whitby,2745,2847,2904,3.7,2,1.73895907,1.73895907,1739102.295,9299.580281
821,240300,Ascot Park,Ascot Park,2625,2862,2823,9,-1.4,1.11960262,1.11960262,1119577.025,5231.592046
822,240201,Postgate,Postgate,2664,2946,3111,10.6,5.6,1.58853313,1.58853313,1588507.025,8481.488385
823,240100,Aotea,Aotea,2292,3138,4197,36.9,33.7,2.67903312,2.67903312,2679361.784,7828.883702
824,240000,Papakōwhai,Papakowhai,2280,2268,2298,-0.5,1.3,1.43021934,1.43021934,1430211.631,5513.023202
825,239900,Porirua Central,Porirua Central,435,261,1002,-40,283.9,6.72524865,6.72524865,6725711.165,15375.91817
826,239801,Paremata,Paremata,2364,2463,2460,4.2,-0.1,1.61321865,1.61321865,1613208.757,10547.80038
827,239600,Camborne,Camborne,1908,2013,2025,5.5,0.6,0.8376535,0.8376535,837720.9287,4541.780497
828,239500,Onepoto,Onepoto,1800,1917,1938,6.5,1.1,2.24148185,2.24148185,2241657.593,7541.264457
829,239401,Pāuatahanui,Pauatahanui,924,966,990,4.5,2.5,75.73116976,75.73116976,75732302.57,59514.08923
830,239300,Elsdon-Takapuwahia,Elsdon-Takapuwahia,2157,2418,2337,12.1,-3.3,10.29485167,10.29485167,10294034.58,17906.6786
831,239200,Titahi Bay South,Titahi Bay South,3564,3744,3744,5.1,0,3.53333151,3.53333151,3533555.622,10721.39755
832,239100,Titahi Bay North,Titahi Bay North,2457,2688,2709,9.4,0.8,2.00935371,2.00935371,2009267.486,7663.555344
833,239000,Plimmerton,Plimmerton,2115,2142,2106,1.3,-1.7,5.15585623,5.15585623,5155850.313,13013.66068
834,238900,Paekākāriki Hill,Paekakariki Hill,363,375,372,3.3,-0.8,35.77000234,35.77000234,35770166.27,36603.052
835,238800,Pukerua Bay,Pukerua Bay,1896,1962,1965,3.5,0.2,8.17173435,8.17173435,8171831.545,14736.41909
836,238700,Mana Island,Mana Island,3,0,3,-100,-998,2.11347599,2.11347599,2113581.051,6318.934455
837,238600,Paekākāriki,Paekakariki,1668,1746,1674,4.7,-4.1,6.150735,6.150735,6150607.328,16945.95539
838,238500,Raumati South,Raumati South,3594,3753,3780,4.4,0.7,5.41901416,5.41901416,5419301.541,11935.79066
839,238400,Paraparaumu East,Paraparaumu East,2223,2265,2295,1.9,1.3,2.51185174,2.51185174,2511616.03,7672.16403
840,238300,Raumati Beach East,Raumati Beach East,2139,2376,2319,11.1,-2.4,1.42429296,1.42429296,1424388.743,5350.138622
841,238200,Tararua Forest Park,Tararua Forest Park,0,0,3,-998,-998,365.625246,365.625246,365626358,158665.6991
842,238100,Waikanae East,Waikanae East,2142,2391,2535,11.6,6,3.18744767,3.18744767,3187381.444,11431.1618
843,238000,Raumati Beach West,Raumati Beach West,2709,2865,2934,5.8,2.4,1.75001199,1.75001199,1749926.387,7314.462796
844,237900,Maungakotukutuku,Maungakotukutuku,1212,1335,1416,10.1,6.1,112.6949058,112.6949058,112693668.6,79882.00101
845,237800,Paraparaumu Central,Paraparaumu Central,3723,3996,3966,7.3,-0.8,4.46420657,4.46420657,4464564.359,10099.62251
846,237700,Ōtaki Forks,Otaki Forks,717,777,867,8.4,11.6,87.31788455,87.31788455,87316538.37,40669.35098
847,237600,Waikanae West,Waikanae West,3459,4374,4755,26.5,8.7,4.68143267,4.68143267,4681255.424,11080.55284
848,237500,Paraparaumu North,Paraparaumu North,3132,3555,3576,13.5,0.6,3.53367667,3.53367667,3533606.31,10671.73911
849,237401,Otaihanga,Otaihanga,735,798,855,8.6,7.1,4.159788,4.159788,4160065.634,12415.30481
850,237300,Paraparaumu Beach East,Paraparaumu Beach East,2508,2667,2673,6.3,0.2,1.06717984,1.06717984,1067176.129,4543.136071
851,237200,Waikanae Park,Waikanae Park,1953,2085,2427,6.8,16.4,7.35981038,7.35981038,7359810.132,14546.69985
852,237100,Paraparaumu Beach West,Paraparaumu Beach West,2292,2364,2424,3.1,2.5,1.59436234,1.59436234,1594259.602,6943.754146
853,237001,Paraparaumu Beach North,Paraparaumu Beach North,3783,4062,4119,7.4,1.4,2.45833152,2.45833152,2458544.937,7086.734039
854,236900,Peka Peka,Peka Peka,504,612,702,21.4,14.7,10.02003919,10.02003919,10018825.24,15620.38252
855,236800,Waikanae Beach,Waikanae Beach,3048,3249,3249,6.6,0,4.36515809,4.36515809,4364684.986,13122.11398
856,236701,Waitohu,Waitohu,1059,1122,1251,5.9,11.5,4.16017574,4.16017574,4160366.417,9744.767762
857,236600,Te Horo,Te Horo,1287,1422,1560,10.5,9.7,31.86276716,31.86276716,31864067.83,25268.6628
858,236500,Ōtaki,Otaki,3099,3489,3771,12.6,8.1,8.45902061,8.45902061,8458959.117,16441.23626
859,236401,Forest Lakes (Kapiti Coast District),Forest Lakes (Kapiti Coast District),489,552,621,12.9,12.5,34.63367905,34.63367905,34634330.03,38288.11539
860,236300,Ōtaki Beach,Otaki Beach,1620,1818,2145,12.2,18,3.36054516,3.36054516,3361024.723,11427.79269
861,236200,Kapiti Island,Kapiti Island,9,0,3,-100,-998,19.25851521,19.25851521,19258645.68,28519.57083
862,236100,Kimberley,Kimberley,399,447,489,12,9.4,129.3666928,129.3666928,129366516.7,63098.94996
863,236000,Makahika,Makahika,858,960,1104,11.9,15,170.3228454,170.3228454,170323573.1,77410.16062
864,235900,Waiopehu,Waiopehu,1305,1422,1554,9,9.3,0.75925979,0.75925979,759342.5664,3546.770944
865,235800,Taitoko,Taitoko,1743,1911,2025,9.6,6,0.92013668,0.92013668,919951.4971,4696.681187
866,235700,Fairfield (Horowhenua District),Fairfield (Horowhenua District),1311,1473,1590,12.4,7.9,1.73854813,1.73854813,1738594.135,5928.874048
867,235600,Playford Park,Playford Park,1689,1815,1845,7.5,1.7,0.85176029,0.85176029,851825.4414,3818.829141
868,235500,Queenwood (Horowhenua District),Queenwood (Horowhenua District),1941,2076,2208,7,6.4,0.82605756,0.82605756,826049.0459,3851.985461
869,235400,Shannon,Shannon,1236,1398,1548,13.1,10.7,2.94401163,2.94401163,2944234.476,8266.529332
870,235301,Tararua,Tararua,900,1254,1857,39.3,48.1,11.22928552,11.22928552,11230039.56,25744.96742
871,235200,Levin Central,Levin Central,960,1047,1161,9.1,10.9,1.04758852,1.04758852,1047541.379,6005.242414
872,235100,Kawiu North,Kawiu North,1650,1770,1962,7.3,10.8,1.75773119,1.75773119,1757238.21,6870.043682
873,235000,Makomako,Makomako,1371,1413,1467,3.1,3.8,0.85654902,0.85654902,856541.25,4376.2589
874,234900,Kawiu South,Kawiu South,2307,2409,2553,4.4,6,1.02386946,1.02386946,1024082.186,4454.906844
875,234801,Ōhau-Manakau,Ohau-Manakau,1782,2049,2262,15,10.4,41.74701837,41.74701837,41747188.9,46477.76472
876,234700,Donnelly Park,Donnelly Park,1083,1191,1317,10,10.6,1.90363244,1.90363244,1903566.813,6508.598962
877,234600,Miranui,Miranui,1587,1788,1893,12.7,5.9,296.8795657,296.8795657,296878768.4,109860.4092
878,234500,Waikawa (Horowhenua District),Waikawa (Horowhenua District),738,750,879,1.6,17.2,62.16248855,62.16248855,62162202.75,43472.36517
879,234400,Waitarere,Waitarere,1875,2142,2463,14.2,15,94.70267454,94.70267454,94703382.82,46469.11769
880,234301,Foxton South,Foxton South,1551,1722,1857,11,7.8,4.03550804,4.03550804,4034824.204,12249.39741
881,234201,Foxton North,Foxton North,1317,1416,1527,7.5,7.8,6.53907706,6.53907706,6539105.23,15912.22121
882,234100,Foxton Beach,Foxton Beach,1620,1884,2130,16.3,13.1,2.64177693,2.64177693,2641710.198,9637.358264
883,234001,Kere Kere,Kere Kere,870,921,1005,5.9,9.1,229.650071,229.650071,229650728.7,108702.9798
884,233900,Mara,Mara,6,3,6,-50,100,69.09321449,69.09321449,69092557.77,63078.32433
885,233801,Owahanga,Owahanga,717,750,720,4.6,-4,1142.539927,1142.539927,1142541835,190832.3282
886,233700,Nireaha-Eketāhuna,Nireaha-Eketahuna,1452,1566,1590,7.9,1.5,892.6170854,892.6170854,892618995.7,193415.852
887,233600,Pahiatua,Pahiatua,2403,2682,2838,11.6,5.8,3.87704991,3.87704991,3876919.311,10582.19591
888,233500,Kaitawa,Kaitawa,606,618,642,2,3.9,583.1202019,583.1202019,583120148.6,129437.4072
889,233400,Waitahora,Waitahora,570,609,639,6.8,4.9,538.2199826,538.2199826,538222531.4,163071.5811
890,233300,Dannevirke East,Dannevirke East,2979,3360,3360,12.8,0,4.74184501,4.74184501,4741838.145,16678.63223
891,233200,Dannevirke West,Dannevirke West,2100,2148,2220,2.3,3.4,2.07393805,2.07393805,2073987.596,12105.14978
892,233100,Woodville,Woodville,1401,1548,1662,10.5,7.4,4.03940482,4.03940482,4039838.472,8636.255708
893,233000,Mangatainoka,Mangatainoka,1749,1743,1893,-0.3,8.6,496.8094843,496.8094843,496811333.2,158740.6954
894,232900,Papatawa,Papatawa,1326,1302,1401,-1.8,7.6,230.0541952,230.0541952,230053922.2,111723.6555
895,232800,Norsewood,Norsewood,1548,1611,1692,4.1,5,397.437274,397.437274,397436675.8,131290.7692
896,232702,Fitzherbert,Fitzherbert,846,1140,1932,34.8,69.5,4.28789211,4.28789211,4288126.688,8971.307698
897,232701,Poutoa,Poutoa,2061,2175,2385,5.5,9.7,2.71602209,2.71602209,2715719.54,8770.751499
898,232601,Aokautere Rural,Aokautere Rural,819,888,1050,8.4,18.2,85.7091922,85.7091922,85709689.91,56226.82762
899,232501,Pihauatua,Pihauatua,960,984,1098,2.5,11.6,141.8684709,141.8684709,141867682.4,68383.33175
900,232400,Aokautere,Aokautere,666,765,822,14.9,7.5,7.11986251,7.11986251,7120019.043,13344.24558
901,232300,Hokowhitu South,Hokowhitu South,1929,1980,1968,2.6,-0.6,0.89526631,0.89526631,895173.2773,4088.743865
902,232200,Ashhurst,Ashhurst,2649,2934,3237,10.8,10.3,4.20711346,4.20711346,4207162.541,11930.59724
903,232101,Linton Camp,Linton Camp,1383,1713,1062,23.9,-38,4.96998855,4.96998855,4969852.705,13224.92107
904,232000,Ruahine,Ruahine,1515,1566,1635,3.4,4.4,1.66249595,1.66249595,1662654.919,5272.927814
905,231900,Turitea,Turitea,696,444,339,-36.2,-23.6,9.72038203,9.72038203,9719786.4,16556.16008
906,231800,Hokowhitu East,Hokowhitu East,3036,3111,3156,2.5,1.4,1.24310273,1.24310273,1243106.95,5048.383979
907,231700,Hokowhitu Central,Hokowhitu Central,2277,2343,2340,2.9,-0.1,0.91032182,0.91032182,910296.9922,4790.850101
908,231600,Esplanade,Esplanade,2004,2082,2070,3.9,-0.6,1.30575845,1.30575845,1305931.364,4904.349687
909,231500,Ruamahanga,Ruamahanga,2571,2715,2781,5.6,2.4,1.53131831,1.53131831,1531475.948,5362.839746
910,231400,Milverton,Milverton,1878,1950,2001,3.8,2.6,0.56450876,0.56450876,564593.0967,4194.742922
911,231300,Awapuni South,Awapuni South,3210,3366,3399,4.9,1,1.67138378,1.67138378,1671311.241,5327.3165
912,231200,West End,West End,2712,2832,2892,4.4,2.1,1.1613232,1.1613232,1161548.436,4824.725766
913,231101,Royal Oak (Palmerston North City),Royal Oak (Palmerston North City),2028,2349,2802,15.8,19.3,1.77498049,1.77498049,1774942.963,8198.027127
914,231000,Papaioea South,Papaioea South,1884,1947,1884,3.3,-3.2,0.60050728,0.60050728,600711.9541,4016.338622
915,230900,Maraetarata,Maraetarata,1314,1422,1464,8.2,3,2.4420837,2.4420837,2442188.304,7787.82769
916,230800,Terrace End,Terrace End,3327,3462,3582,4.1,3.5,1.2027971,1.2027971,1202663.393,4597.025182
917,230700,Awapuni North,Awapuni North,3321,3504,3684,5.5,5.1,1.23350318,1.23350318,1233529.313,4765.680055
918,230600,Palmerston North Central,Palmerston North Central,1218,1116,1074,-8.4,-3.8,1.84379868,1.84379868,1843660.686,9873.335637
919,230500,Papaioea North,Papaioea North,2289,2511,2454,9.7,-2.3,0.80387099,0.80387099,803895.7305,4816.357995
920,230400,Kelvin Grove North,Kelvin Grove North,2103,2238,2337,6.4,4.4,2.14178111,2.14178111,2141546.934,6764.709909
921,230300,Kelvin Grove West,Kelvin Grove West,2649,2631,2637,-0.7,0.2,0.78190041,0.78190041,781709.334,3615.757942
922,230200,Roslyn (Palmerston North City),Roslyn (Palmerston North City),2229,2364,2451,6.1,3.7,1.15069266,1.15069266,1150850.723,4958.532802
923,230100,Takaro South,Takaro South,2445,2454,2460,0.4,0.2,0.87652757,0.87652757,876550.1396,4595.229504
924,230000,Park West,Park West,1821,1908,1914,4.8,0.3,0.92842032,0.92842032,928539.3682,4149.403878
925,229900,Highbury East,Highbury East,2553,2958,2904,15.9,-1.8,1.16070788,1.16070788,1160515.753,4802.722914
926,229800,Palmerston North Hospital,Palmerston North Hospital,2406,2562,2541,6.5,-0.8,1.07372261,1.07372261,1073571.96,4259.636005
927,229700,Pioneer West,Pioneer West,231,264,264,14.3,0,2.36407077,2.36407077,2364287.025,9002.078092
928,229600,Takaro North,Takaro North,3126,3294,3321,5.4,0.8,1.11968719,1.11968719,1119676.421,5321.91116
929,229500,Westbrook,Westbrook,2772,2997,3081,8.1,2.8,1.12917274,1.12917274,1129150.497,5651.464669
930,229400,Whakarongo,Whakarongo,1407,1644,1758,16.8,6.9,51.23433718,51.23433718,51233814.68,50652.61948
931,229300,Milson South,Milson South,2826,2973,3240,5.2,9,1.22972828,1.22972828,1229797.137,6304.691977
932,229201,Tremaine,Tremaine,384,456,429,18.8,-5.9,4.25351069,4.25351069,4253432.236,22755.889
933,229100,Cloverlea (Palmerston North City),Cloverlea (Palmerston North City),1866,1893,1905,1.4,0.6,0.6760872,0.6760872,675930.498,5002.258294
934,229001,Milson North,Milson North,2631,2649,2688,0.7,1.5,1.03091714,1.03091714,1030806.629,5482.045511
935,228901,Palmerston North Airport,Palmerston North Airport,129,153,129,18.6,-15.7,7.47137709,7.47137709,7471141.946,15342.26896
936,228800,Newbury,Newbury,1896,1905,1929,0.5,1.3,34.67449075,34.67449075,34673637.71,50541.34674
937,228700,Taonui,Taonui,1437,1599,1965,11.3,22.9,165.7661866,165.7661866,165767881.9,68524.378
938,228600,Kauwhata,Kauwhata,1917,1971,2085,2.8,5.8,154.4331023,154.4331023,154433779.6,84071.57716
939,228500,Kimbolton South,Kimbolton South,2013,2121,2208,5.4,4.1,1.35446207,1.35446207,1354663.499,5826.094133
940,228400,Feilding Central,Feilding Central,996,1017,996,2.1,-2.1,6.65992139,6.65992139,6659910.948,15682.87399
941,228300,Kimbolton West,Kimbolton West,2325,2559,2583,10.1,0.9,1.16034697,1.16034697,1160234.428,4956.253942
942,228200,Warwick,Warwick,1467,1491,1557,1.6,4.4,0.81519653,0.81519653,815010.2773,5709.816388
943,228100,Kimbolton North,Kimbolton North,2688,3024,3621,12.5,19.7,4.21263134,4.21263134,4212708.492,9827.292204
944,228000,Sandon,Sandon,2025,2169,2277,7.1,5,4.48609783,4.48609783,4486181.696,12638.28016
945,227900,Makino,Makino,2691,3045,3078,13.2,1.1,1.71363474,1.71363474,1713627.705,6210.297106
946,227800,Taikorea,Taikorea,1194,1284,1368,7.5,6.5,152.9806262,152.9806262,152980511.4,62898.24617
947,227700,Mount Taylor,Mount Taylor,264,564,609,113.6,8,3.18933622,3.18933622,3189241.349,9631.039255
948,227600,Pohangina-Apiti,Pohangina-Apiti,1095,1227,1290,12.1,5.1,681.6044892,681.6044892,681602438.2,167030.4975
949,227500,Awahuri,Awahuri,1764,1968,2115,11.6,7.5,124.4371178,124.4371178,124436900.5,62433.80961
950,227400,Oroua Downs,Oroua Downs,1044,1254,1371,20.1,9.3,124.6186489,124.6186489,124617621.7,55452.35769
951,227300,Ōhakea-Sanson,Ohakea-Sanson,1230,1290,1317,4.9,2.1,82.45352996,82.45352996,82453874.58,47558.75654
952,227200,Tokorangi,Tokorangi,1863,2061,2472,10.6,19.9,271.5224428,271.5224428,271523118.6,91274.61358
953,227100,Kiwitea,Kiwitea,1443,1515,1506,5,-0.6,785.1786957,785.1786957,785177617.8,197257.7211
954,227000,Bulls,Bulls,1590,1935,2055,21.7,6.2,6.82877144,6.82877144,6829272.495,14428.38302
